Film_title;Release_year;Director;Genres;Original_language;Average_rating;Runtime
Dracula;nan;Tod Browning;['Horror'];English;3.56;74
Toy Story 2;nan;John Lasseter;['Family', 'Animation', 'Comedy'];English;3.93;92
Being John Malkovich;nan;Spike Jonze;['Comedy', 'Fantasy', 'Drama'];English;4.07;113
Con Air;nan;Simon West;['Action', 'Thriller', 'Crime'];English;3.43;116
Muppets from Space;nan;Tim Hill;['Family', 'Comedy', 'Science Fiction', 'Fantasy'];English;3.35;88
True Lies;nan;James Cameron;['Thriller', 'Action'];English;3.59;140
Across the Universe;nan;Julie Taymor;['Romance', 'Fantasy', 'Drama'];English;3.48;133
Creepshow;nan;George A. Romero;['Comedy', 'Horror'];English;3.55;120
American Honey;nan;Andrea Arnold;['Drama'];English;3.77;163
It;nan;Tommy Lee Wallace;['Drama', 'Horror', 'Mystery'];English;3.21;192
Good Morning;nan;Yasujirō Ozu;['Family', 'Drama', 'Comedy'];Japanese;4.2;94
The Holy Mountain;nan;Alejandro Jodorowsky;['Drama'];Spanish;4.15;113
From Up on Poppy Hill;nan;Goro Miyazaki;['Animation', 'Drama'];Japanese;3.72;91
Mr. & Mrs. Smith;nan;Alfred Hitchcock;['Comedy', 'Romance'];English;3.11;95
Juice;nan;Ernest R. Dickerson;['Action', 'Drama', 'Crime', 'Thriller'];English;3.57;96
Tiger Girl;nan;Jakob Lass;['Action'];German;3.07;90
Patti Cake$;nan;Geremy Jasper;['Music', 'Drama'];English;3.47;108
Jurassic Park;nan;Steven Spielberg;['Science Fiction', 'Adventure'];English;4.11;127
Showgirls;nan;Paul Verhoeven;['Drama'];English;3.38;131
Harry Potter and the Goblet of Fire;nan;Mike Newell;['Adventure', 'Fantasy'];English;3.85;157
The Golden Compass;nan;Chris Weitz;['Fantasy', 'Adventure'];English;2.67;113
The Godfather Part II;nan;Francis Ford Coppola;['Crime', 'Drama'];English;4.59;202
Troll 2;nan;Claudio Fragasso;['Fantasy', 'Horror'];English;2.35;95
The 13th Warrior;nan;John McTiernan;['History', 'Action', 'Adventure'];English;3.11;102
Frankenstein;nan;James Whale;['Science Fiction', 'Horror', 'Drama'];English;3.81;70
12 Years a Slave;nan;Steve McQueen;['History', 'Drama'];English;4.15;134
Alice in Wonderland;nan;Clyde Geronimi, Wilfred Jackson;['Fantasy', 'Animation', 'Family', 'Adventure'];English;3.77;75
The Bourne Ultimatum;nan;Paul Greengrass;['Action', 'Mystery', 'Drama', 'Thriller'];English;3.72;115
The Boy in the Striped Pyjamas;nan;Mark Herman;['War', 'History', 'Drama'];English;3.65;94
Willy Wonka & the Chocolate Factory;nan;Mel Stuart;['Comedy', 'Family', 'Fantasy'];English;3.8;99
Catch Me If You Can;nan;Steven Spielberg;['Drama', 'Crime'];English;4.04;141
Class of Nuke 'Em High;nan;Lloyd Kaufman, Richard W. Haines;['Science Fiction', 'Horror', 'Thriller', 'Comedy'];English;3.03;85
Conan the Barbarian;nan;John Milius;['Fantasy', 'Action', 'Adventure'];English;3.47;129
Notorious;nan;George Tillman Jr.;['Drama', 'Music', 'History'];English;3.12;122
Willow;nan;Ron Howard;['Action', 'Fantasy', 'Adventure'];English;3.42;126
True Grit;nan;Henry Hathaway;['Western'];English;3.65;128
Flags of Our Fathers;nan;Clint Eastwood;['Drama', 'History', 'War'];English;3.43;135
The Notebook;nan;Nick Cassavetes;['Romance', 'Drama'];English;3.82;123
Justice League: Throne of Atlantis;nan;Ethan Spaulding;['Adventure', 'Science Fiction', 'Animation', 'Action'];English;2.91;72
Die Hard 2;nan;Renny Harlin;['Thriller', 'Action'];English;3.33;124
Election;nan;Alexander Payne;['Drama', 'Comedy', 'Mystery', 'Romance'];English;3.8;103
Kung Fury;nan;David Sandberg;['Science Fiction', 'Comedy', 'Fantasy', 'Action'];English;3.59;32
A Clockwork Orange;nan;Stanley Kubrick;['Science Fiction', 'Crime'];English;4.11;137
Finding Dory;nan;Andrew Stanton;['Adventure', 'Comedy', 'Animation', 'Family'];English;3.26;97
District 9;nan;Neill Blomkamp;['Science Fiction'];English;3.81;112
Do the Right Thing;nan;Spike Lee;['Drama'];English;4.4;120
Buffy the Vampire Slayer;nan;Fran Rubel Kuzui;['Action', 'Comedy', 'Horror'];English;2.8;86
Race for the Yankee Zephyr;nan;David Hemmings;['Action', 'Adventure'];English;3.13;108
The Hunger Games: Mockingjay – Part 2;nan;Francis Lawrence;['Adventure', 'Action', 'Science Fiction'];English;3.38;137
Day of the Dead;nan;George A. Romero;['Mystery', 'Horror', 'Drama'];English;3.77;101
Timeline;nan;Richard Donner;['Science Fiction', 'Adventure', 'Action'];English;2.62;116
Batman;nan;Leslie H. Martinson;['Comedy', 'Crime', 'Action'];English;3.32;105
The Italian Job;nan;Peter Collinson;['Comedy', 'Crime', 'Action', 'Thriller'];English;3.53;99
The Muppets Take Manhattan;nan;Frank Oz;['Family', 'Romance', 'Comedy'];English;3.56;94
Friday the 13th: The Final Chapter;nan;Joseph Zito;['Horror', 'Thriller'];English;3.11;91
Princess Mononoke;nan;Hayao Miyazaki;['Adventure', 'Fantasy', 'Animation'];Japanese;4.38;134
The Firm;nan;Nick Love;['Drama'];English;2.9;90
Little Shop of Horrors;nan;Frank Oz;['Horror', 'Comedy'];English;3.86;94
Cross of Iron;nan;Sam Peckinpah;['Action', 'History', 'War', 'Drama'];English;3.77;132
The Three Musketeers;nan;Paul W. S. Anderson;['Action', 'Adventure', 'Thriller'];English;2.47;110
Triple 9;nan;John Hillcoat;['Thriller', 'Crime', 'Action', 'Adventure'];English;2.84;115
O.J.: Made in America;nan;Ezra Edelman;['Documentary', 'Crime', 'History'];English;4.47;467
The Exorcist;nan;William Friedkin;['Horror'];English;3.97;122
Samurai Cop;nan;Amir Shervan;['Thriller', 'Crime', 'Comedy', 'Action'];English;2.53;96
Island of Terror;nan;Terence Fisher;['Horror', 'Science Fiction'];English;3.01;89
Pusher II;nan;Nicolas Winding Refn;['Drama', 'Action', 'Crime'];Danish;3.97;100
The Illusionist;nan;Neil Burger;['Thriller', 'Romance', 'Drama', 'Fantasy'];English;3.42;110
Face/Off;nan;John Woo;['Crime', 'Action', 'Science Fiction'];English;3.55;139
Ator, the Fighting Eagle;nan;Joe D'Amato;['Action', 'Adventure', 'Fantasy'];Italian;2.06;98
Psycho Beach Party;nan;Robert Lee King;['Horror', 'Comedy'];English;3.28;96
RoboCop;nan;Paul Verhoeven;['Action', 'Science Fiction', 'Thriller'];English;3.91;102
Mr. & Mrs. Smith;nan;Doug Liman;['Thriller', 'Drama', 'Action', 'Comedy'];English;3.26;119
From Dusk Till Dawn;nan;Robert Rodriguez;['Crime', 'Action', 'Thriller', 'Horror'];English;3.52;108
Lady and the Tramp;nan;Hamilton Luske, Wilfred Jackson;['Romance', 'Family', 'Animation'];English;3.56;76
Blastfighter;nan;Lamberto Bava;['Drama', 'Crime', 'Action'];English;3.05;87
Snowpiercer;nan;Bong Joon Ho;['Drama', 'Science Fiction', 'Action'];English;3.68;127
Turkish Delight;nan;Paul Verhoeven;['Drama', 'Romance'];Dutch;3.69;108
Star Wars: Episode I – The Phantom Menace;nan;George Lucas;['Action', 'Science Fiction', 'Adventure'];English;3.0;136
Pineapple Express;nan;David Gordon Green;['Comedy', 'Crime', 'Action'];English;3.32;111
Gremlins 2: The New Batch;nan;Joe Dante;['Comedy', 'Fantasy', 'Horror'];English;3.5;106
Captain America: The First Avenger;nan;Joe Johnston;['Science Fiction', 'Action', 'Adventure'];English;3.3;124
Noah;nan;Darren Aronofsky;['Drama', 'Adventure'];English;2.56;138
Speed;nan;Jan de Bont;['Thriller', 'Action'];English;3.68;116
The Inglorious Bastards;nan;Enzo G. Castellari;['War', 'Adventure', 'Action'];Italian;3.38;99
Aladdin;nan;John Musker, Ron Clements;['Adventure', 'Romance', 'Family', 'Fantasy', 'Animation'];English;3.89;95
Total Recall;nan;Paul Verhoeven;['Action', 'Science Fiction', 'Adventure'];English;3.82;113
Captain Phillips;nan;Paul Greengrass;['Action', 'Drama', 'Thriller'];English;3.76;134
Small Soldiers;nan;Joe Dante;['Fantasy', 'Science Fiction', 'Comedy', 'Adventure', 'Action'];English;3.26;110
Entourage;nan;Doug Ellin;['Comedy', 'Drama'];English;2.8;104
Children of Men;nan;Alfonso Cuarón;['Action', 'Drama', 'Science Fiction', 'Thriller'];English;4.3;109
How to Train Your Dragon;nan;Dean DeBlois, Chris Sanders;['Fantasy', 'Family', 'Adventure', 'Animation'];English;4.07;98
Krull;nan;Peter Yates;['Science Fiction', 'Action', 'Adventure', 'Fantasy'];English;2.99;121
My Own Private Idaho;nan;Gus Van Sant;['Drama'];English;3.86;104
The Lego Ninjago Movie;nan;Charlie Bean, Bob Logan;['Adventure', 'Action', 'Comedy', 'Animation', 'Family'];English;3.03;101
Trainspotting;nan;Danny Boyle;['Drama', 'Crime'];English;4.21;94
Batman: Return of the Caped Crusaders;nan;Rick Morales;['Action', 'Animation', 'Family', 'Adventure', 'Science Fiction', 'Crime'];English;3.26;78
Split;nan;M. Night Shyamalan;['Thriller', 'Horror'];English;3.49;117
Moonrise Kingdom;nan;Wes Anderson;['Romance', 'Drama', 'Comedy'];English;4.02;94
The Football Factory;nan;Nick Love;['Drama'];English;3.18;91
Flesh + Blood;nan;Paul Verhoeven;['Drama', 'Adventure'];English;3.46;126
Transformers;nan;Michael Bay;['Action', 'Science Fiction', 'Adventure'];English;3.22;144
Rocky Balboa;nan;Sylvester Stallone;['Drama'];English;3.48;102
Krampus;nan;Michael Dougherty;['Comedy', 'Horror', 'Fantasy'];English;2.87;98
Dune;nan;David Lynch;['Adventure', 'Science Fiction', 'Action'];English;2.81;137
Bad Moms;nan;Scott Moore, Jon Lucas;['Comedy'];English;2.83;100
Midnight Cowboy;nan;John Schlesinger;['Drama'];English;4.14;113
The Amazing Spider-Man;nan;Marc Webb;['Science Fiction', 'Adventure', 'Action'];English;3.4;136
Sleepy Hollow;nan;Tim Burton;['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller'];English;3.52;105
Hawk the Slayer;nan;Terry Marcel;['Adventure', 'Fantasy'];English;2.72;93
The Imitation Game;nan;Morten Tyldum;['Drama', 'Thriller', 'War', 'History'];English;3.82;113
The Toxic Avenger Part II;nan;Michael Herz, Lloyd Kaufman;['Horror', 'Science Fiction', 'Action', 'Comedy'];English;2.77;95
Bonnie and Clyde;nan;Arthur Penn;['Crime', 'Drama'];English;3.9;111
Gods of Egypt;nan;Alex Proyas;['Adventure', 'Action', 'Fantasy'];English;1.95;127
Freaks;nan;Tod Browning;['Horror', 'Drama'];English;3.94;66
The Gift;nan;Joel Edgerton;['Mystery', 'Drama', 'Thriller'];English;3.33;108
Redneck Zombies;nan;Pericles Lewnes;['Horror', 'Comedy'];English;2.6;84
Bridge of Spies;nan;Steven Spielberg;['Drama', 'Thriller'];English;3.6;141
Space Jam;nan;Joe Pytka;['Family', 'Adventure', 'Fantasy', 'Comedy', 'Animation', 'Science Fiction'];English;3.28;87
San Andreas;nan;Brad Peyton;['Drama', 'Action', 'Thriller'];English;2.47;114
Anchorman 2: The Legend Continues;nan;Adam McKay;['Comedy'];English;2.96;119
Batman & Robin;nan;Joel Schumacher;['Adventure', 'Science Fiction', 'Action'];English;1.9;125
Daddy's Home;nan;Sean Anders;['Comedy'];English;2.73;96
Gone in Sixty Seconds;nan;Dominic Sena;['Thriller', 'Action', 'Crime'];English;3.0;118
There's Nothing Out There;nan;Rolfe Kanefsky;['Comedy', 'Science Fiction', 'Horror'];English;2.95;91
Shrek 2;nan;Conrad Vernon, Kelly Asbury;['Family', 'Adventure', 'Comedy', 'Animation', 'Fantasy'];English;4.1;92
Carol;nan;Todd Haynes;['Romance', 'Drama'];English;4.02;118
Grimsby;nan;Louis Leterrier;['Comedy', 'Action'];English;2.7;83
Port of Shadows;nan;Marcel Carné;['Drama', 'Romance', 'Crime'];French;3.93;93
Indiana Jones and the Last Crusade;nan;Steven Spielberg;['Adventure', 'Action'];English;4.1;127
Motel Hell;nan;Kevin Connor;['Horror', 'Comedy'];English;3.02;102
Brooklyn;nan;John Crowley;['Drama', 'History', 'Romance'];English;3.78;111
Bottle Rocket;nan;Wes Anderson;['Comedy', 'Crime', 'Drama'];English;3.54;91
Fire and Ice;nan;Ralph Bakshi;['Animation', 'Science Fiction', 'Fantasy'];English;3.12;81
Black Hawk Down;nan;Ridley Scott;['Action', 'History', 'War'];English;3.67;145
Hercules;nan;Luigi Cozzi;['Fantasy', 'Action', 'Adventure'];English;2.65;98
Begin Again;nan;John Carney;['Comedy', 'Drama', 'Music', 'Romance'];English;3.54;104
Doctor Zhivago;nan;David Lean;['War', 'Drama', 'Romance'];English;3.96;200
Falling Down;nan;Joel Schumacher;['Drama', 'Crime', 'Thriller'];English;3.69;113
Memories;nan;Katsuhiro Otomo, Koji Morimoto;['Animation', 'Fantasy', 'Science Fiction'];Japanese;3.97;113
Deep Red;nan;Dario Argento;['Horror', 'Mystery', 'Thriller'];Italian;3.92;127
A View to a Kill;nan;John Glen;['Action', 'Adventure', 'Thriller'];English;2.85;131
Scream 2;nan;Wes Craven;['Horror', 'Mystery'];English;3.26;120
The Food of the Gods;nan;Bert I. Gordon;['Science Fiction', 'Horror'];English;2.55;88
The Lords of Salem;nan;Rob Zombie;['Thriller', 'Horror'];English;2.87;101
The Emerald Forest;nan;John Boorman;['Action', 'Adventure', 'Drama'];English;3.39;114
Zardoz;nan;John Boorman;['Fantasy', 'Science Fiction', 'Action', 'Thriller'];English;3.23;105
Sin City: A Dame to Kill For;nan;Frank Miller, Robert Rodriguez;['Thriller', 'Action', 'Crime'];English;2.87;102
Fantastic Four: Rise of the Silver Surfer;nan;Tim Story;['Action', 'Science Fiction', 'Adventure'];English;2.34;92
American Pop;nan;Ralph Bakshi;['History', 'Drama', 'Animation', 'Music'];English;3.73;96
Bringing Up Baby;nan;Howard Hawks;['Romance', 'Comedy'];English;4.0;102
Locke;nan;Steven Knight;['Thriller', 'Drama'];English;3.61;85
Jezebel;nan;William Wyler;['Romance', 'Drama'];English;3.53;103
The Colony;nan;Jeff Renfroe;['Thriller', 'Action', 'Science Fiction'];English;2.45;95
The Other Guys;nan;Adam McKay;['Crime', 'Thriller', 'Action', 'Comedy'];English;3.25;116
The Adventures of Robin Hood;nan;Michael Curtiz, William Keighley;['Action', 'Adventure', 'Romance', 'History'];English;3.85;102
Adventureland;nan;Greg Mottola;['Romance', 'Comedy', 'Drama'];English;3.3;107
I Will Walk Like a Crazy Horse;nan;Fernando Arrabal;['Drama'];French;3.6;100
Blood Diamond;nan;Edward Zwick;['Action', 'Thriller', 'Drama'];English;3.71;143
The Lady Vanishes;nan;Alfred Hitchcock;['Comedy', 'Thriller', 'Mystery'];English;3.9;96
Phenomena;nan;Dario Argento;['Horror', 'Thriller'];English;3.62;110
You Can't Take It with You;nan;Frank Capra;['Romance', 'Comedy'];English;3.83;126
Junior;nan;Julia Ducournau;['Fantasy', 'Horror'];French;3.51;22
The Hourglass Sanatorium;nan;Wojciech Jerzy Has;['Fantasy'];Polish;3.99;124
Angels with Dirty Faces;nan;Michael Curtiz;['Drama', 'Crime'];English;3.92;97
The Danish Girl;nan;Tom Hooper;['Drama'];English;3.39;119
Alex of Venice;nan;Chris Messina;['Drama'];English;3.04;86
AVP: Alien vs. Predator;nan;Paul W. S. Anderson;['Action', 'Science Fiction', 'Adventure', 'Horror'];English;2.57;100
Killer Klowns from Outer Space;nan;Stephen Chiodo;['Science Fiction', 'Horror', 'Comedy'];English;3.34;86
Tangerine;nan;Sean Baker;['Drama', 'Comedy'];English;3.87;87
Zombie Flesh Eaters;nan;Lucio Fulci;['Horror'];Italian;3.58;91
Event Horizon;nan;Paul W. S. Anderson;['Science Fiction', 'Mystery', 'Horror'];English;3.33;95
Children of the Corn;nan;Fritz Kiersch;['Thriller', 'Horror'];English;2.7;92
The 400 Blows;nan;François Truffaut;['Drama'];French;4.31;99
Lifeforce;nan;Tobe Hooper;['Action', 'Mystery', 'Romance', 'Science Fiction', 'Horror', 'Thriller'];English;3.18;102
The Hunger;nan;Tony Scott;['Drama', 'Horror'];English;3.58;96
Sleepaway Camp;nan;Robert Hiltzik;['Horror'];English;3.21;84
Nightcrawler;nan;Dan Gilroy;['Drama', 'Crime', 'Thriller'];English;4.04;118
Society;nan;Brian Yuzna;['Comedy', 'Mystery', 'Horror'];English;3.46;100
Reservoir Dogs;nan;Quentin Tarantino;['Crime', 'Thriller'];English;4.15;99
The Burning;nan;Tony Maylam;['Horror'];English;3.13;91
Mirror;nan;Andrei Tarkovsky;['History', 'Drama'];Russian;4.33;106
Miami Connection;nan;Richard Park Wu-sang, Y.K. Kim;['Action', 'Music', 'Crime'];English;3.22;86
Christiane F.;nan;Uli Edel;['Drama'];German;3.87;131
The Slumber Party Massacre;nan;Amy Holden Jones;['Horror', 'Comedy'];English;3.0;77
Flubber;nan;Les Mayfield;['Family', 'Comedy', 'Science Fiction'];English;2.6;93
The Big Short;nan;Adam McKay;['Drama', 'Comedy'];English;3.83;131
I Spit on Your Grave;nan;Meir Zarchi;['Horror', 'Thriller'];English;2.81;101
In the Mood for Love;nan;Wong Kar-wai;['Drama', 'Romance'];Cantonese;4.39;99
UHF;nan;Jay Levey;['Comedy'];English;3.51;97
Punch-Drunk Love;nan;Paul Thomas Anderson;['Drama', 'Romance', 'Comedy'];English;3.98;96
Prom Night;nan;Paul Lynch;['Thriller', 'Horror', 'Mystery'];English;2.62;93
Master and Commander: The Far Side of the World;nan;Peter Weir;['Drama', 'Adventure', 'War'];English;3.96;138
The House by the Cemetery;nan;Lucio Fulci;['Horror', 'Mystery'];Italian;3.25;87
Rosemary's Baby;nan;Roman Polanski;['Horror', 'Drama', 'Thriller'];English;4.21;138
BMX Bandits;nan;Brian Trenchard-Smith;['Drama', 'Crime', 'Adventure'];English;2.92;92
Romancing the Stone;nan;Robert Zemeckis;['Comedy', 'Romance', 'Adventure', 'Action'];English;3.37;106
A Face in the Crowd;nan;Elia Kazan;['Drama'];English;4.19;125
Came a Hot Friday;nan;Ian Mune;['Drama', 'Comedy'];English;nan;101
Interview with the Vampire;nan;Neil Jordan;['Horror', 'Drama', 'Fantasy'];English;3.58;123
Goodbye Pork Pie;nan;Geoff Murphy;['Comedy', 'Adventure'];English;3.39;105
Room 237;nan;Rodney Ascher;['Documentary'];English;3.06;102
Kramer vs. Kramer;nan;Robert Benton;['Drama'];English;4.06;105
Slumdog Millionaire;nan;Danny Boyle;['Drama', 'Romance'];English;3.92;120
Shaker Run;nan;Bruce Morrison;['Action', 'Drama', 'Thriller'];English;nan;90
Swingers;nan;Doug Liman;['Drama', 'Comedy'];English;3.65;96
Sleeping Dogs;nan;Roger Donaldson;['Thriller', 'Action', 'Drama'];English;3.31;107
Stalker;nan;Andrei Tarkovsky;['Drama', 'Science Fiction'];Russian;4.41;162
The Castle;nan;Rob Sitch;['Comedy', 'Drama'];English;3.86;85
The Silent One;nan;Yvonne Mackay;['Drama', 'Fantasy', 'Family'];English;nan;92
The Princess Bride;nan;Rob Reiner;['Adventure', 'Romance', 'Fantasy', 'Family', 'Comedy'];English;4.07;99
The Graduate;nan;Mike Nichols;['Comedy', 'Drama', 'Romance'];English;4.11;106
The Hateful Eight;nan;Quentin Tarantino;['Mystery', 'Western', 'Drama'];English;3.98;188
The Cannonball Run;nan;Hal Needham;['Family', 'Comedy', 'Action'];English;3.02;95
Paper Moon;nan;Peter Bogdanovich;['Drama', 'Crime', 'Comedy'];English;4.36;102
Network;nan;Sidney Lumet;['Drama'];English;4.26;122
Napoleon Dynamite;nan;Jared Hess;['Comedy'];English;3.7;95
To Live and Die in L.A.;nan;William Friedkin;['Action', 'Thriller', 'Crime'];English;4.0;116
Thief;nan;Michael Mann;['Thriller', 'Crime', 'Drama'];English;4.08;123
Something Wild;nan;Jonathan Demme;['Crime', 'Comedy', 'Romance'];English;3.78;114
Return to Oz;nan;Walter Murch;['Adventure', 'Fantasy', 'Family'];English;3.41;109
Angel Heart;nan;Alan Parker;['Horror', 'Mystery'];English;3.65;113
Kingpin;nan;Bobby Farrelly, Peter Farrelly;['Comedy'];English;3.29;114
Dark City;nan;Alex Proyas;['Science Fiction', 'Mystery'];English;3.69;100
Kalifornia;nan;Dominic Sena;['Thriller', 'Crime'];English;3.24;118
The Long Kiss Goodnight;nan;Renny Harlin;['Action', 'Crime', 'Mystery', 'Thriller'];English;3.41;121
Moon;nan;Duncan Jones;['Science Fiction', 'Drama'];English;3.85;97
Brick;nan;Rian Johnson;['Mystery', 'Drama'];English;3.71;110
Take Shelter;nan;Jeff Nichols;['Drama', 'Thriller'];English;3.82;120
25th Hour;nan;Spike Lee;['Crime', 'Drama'];English;3.86;135
Killing Them Softly;nan;Andrew Dominik;['Thriller', 'Crime'];English;3.3;97
Robot & Frank;nan;Jake Schreier;['Crime', 'Science Fiction', 'Comedy', 'Drama'];English;3.5;85
Killer Joe;nan;William Friedkin;['Drama', 'Crime', 'Thriller'];English;3.52;102
Heavy Metal;nan;Gerald Potterton, John Bruno;['Science Fiction', 'Music', 'Fantasy', 'Animation', 'Adventure'];English;3.33;90
Sphere;nan;Barry Levinson;['Mystery', 'Science Fiction', 'Horror', 'Thriller'];English;2.83;134
Slaughterhouse-Five;nan;George Roy Hill;['Drama', 'Science Fiction', 'War'];English;3.47;100
